body,topic,trend
@NBCBlindspot Roman wants to tell her - but he's terrified 😭 He's stuck between 2 hard places with no way out....… https://t.co/EEtNLEC3HO,1,#Blindspot
The ruse worked #Blindspot,1,#Blindspot
Camille Moon just cracked hmmm 🤣 #Blindspot,1,#Blindspot
"""Nice work, you really sold it."" #Blindspot",1,#Blindspot
"The fact that he would even entertain the thought of confessing the truth to her! There's absolutely no doubt now,… https://t.co/iTfrekFdTn",1,#Blindspot
Someone is getting played!!  #Blindspot,1,#Blindspot
"""My dad kept a journal."" #Blindspot",1,#Blindspot
Just got a limited #Blindspot sticker. Get yours: https://t.co/Su5KFaf03V! @NBCBlindspot via @TelfieApp #Telfie https://t.co/hFUXVQ7ZSc,1,#Blindspot
I'm watching Blindspot @NBCBlindspot #Blindspot @NBC #NBC via @TelfieApp #Telfie https://t.co/hLcih0w4jG,1,#Blindspot
"Oh this is actually perfect for my idea from this afternoon. 😂😂😂 #Blindspot 
#SoRandom",1,#Blindspot
Classic #Jeller. BS the suspects to get the truth out. #Blindspot,1,#Blindspot
That scared me for a minute #Blindspot @NBCBlindspot https://t.co/CqqygqRAeM,1,#Blindspot
"Never mind, Roman keep putting that fuel on that liar liar pile. It's only going to get you burned to charcoal.  #Blindspot",1,#Blindspot
Just a dream!!!! #Blindspot,1,#Blindspot
WHAT THE-! #BLINDSPOT I DON'T NEED THESE FEELS AFTER WATCHING #AvengersInfinityWar AND-....MY POWER JUST WENT OUT WHAT THE HECK!!?!?!,1,#Blindspot
I can not believe I'm losing @NBCBlindspot . I'm so shocked with myself. 😱😱😢😢 #Blindspot,1,#Blindspot
"@NBCBlindspot Wow, Roman just imagined what if Blake learned the truth. #Blindspot",1,#Blindspot
@martingero HOLY S---!!! You guys just faked me out big time! Did NOT see that coming! Bravo!!! #Blindspot,1,#Blindspot
"""So Avery's dad was involved with this weapon as well."" #Blindspot",1,#Blindspot
Why? Don't trick me like that #Blindspot https://t.co/8enCfinsPP,1,#Blindspot
Hooooooly bleep don't do that to me! 😭 #Blindspot,1,#Blindspot
@BlindspotRoom I swear yall ain't shit. My blood pressure is through the roof right now and my emotions are going crazy!!! #Blindspot,1,#Blindspot
My jaw just dropped for a good 2 minutes!! THAT SCENE!!!! 😱😱😱😱 #Blindspot,1,#Blindspot
PROBABLY best he kept all that to himself. #Blindspot @LukeMitchell__ @torianderson,1,#Blindspot
....and then it didn’t. #Blindspot https://t.co/QdKCy34Hnw,1,#Blindspot
Damnit @BlindspotRoom you really had me there #Blindspot,1,#Blindspot
This show is gonna give me a heart attack. #Blindspot,1,#Blindspot
That stab was a Level 6 move @torianderson. 😝 #Blindspot,1,#Blindspot
@martingero Damn you guys got me on that scene #Blindspot,1,#Blindspot
@NBCBlindspot Did Roman get stabbed or did Tom just lie again?😱 #Blindspot,1,#Blindspot
#Blindspot - Will the real Roman please stand up or Tom or who ever you are @filmwritr4 @OlgaJulyssa @LanaSolange,1,#Blindspot
WAIT! WHAT?! #Blindspot,1,#Blindspot
"Ohhh it was Roman's pontification of how this conversation was going to go, but if Blake could get the drop on Roaman, damn! #Blindspot",1,#Blindspot
I screamed and it was a dream #Blindspot,1,#Blindspot
I thought she took that awfully hard. #Blindspot,1,#Blindspot
Oh shit maybe not #Blindspot,1,#Blindspot
Almost confession time.  #Blindspot,1,#Blindspot
I wish I could still enjoy #Blindspot but it's just not good anymore.... Too bad too because @JaimieAlexander is a terrific actress!,1,#Blindspot
What kind of 'mental pause' was that!?!? #Blindspot,1,#Blindspot
LOL a cheap trick that worked #Blindspot,1,#Blindspot
#Blindspot wait a minute... None of tgat just happened?😲,1,#Blindspot
Roman!!! 🤔🤔🤔 @NBCBlindspot #Blindspot https://t.co/iUyziB0a9Q,1,#Blindspot
Damnnnnnnnn I thought Blake was a real thug right now!!!! #Blindspot,1,#Blindspot
They say the truth hurts and this time it’s literal.🗡 💕 😍 #Blindspot #TruthHurts #LoveKills https://t.co/CS3ZDCh1rE,1,#Blindspot
I fell for it… It almost looked like Roman told Blake the truth. #Blindspot #Blakeman,1,#Blindspot
"Good, it was just in his head because he’d certainly lose her #Blindspot",1,#Blindspot
"@martingero You #EvilGenius, what a Psych #Blindspot",1,#Blindspot
Oh come on..... #NotReal #Blindspot #RomanStillLying,1,#Blindspot
"Roman the truth sets you free, but not free from the consequences. #Blindspot",1,#Blindspot
It was just a dream. #Blindspot,1,#Blindspot
The truth shall set you free #Blindspot @LukeMitchell__,1,#Blindspot
#Blindspot OMFG ROMAN YOU TOLD HER WHO YOU REALLY ARE ?,1,#Blindspot
..... Darn. #Blindspot,1,#Blindspot
@NBCBlindspot Omg what is happening #Blindspot,1,#Blindspot
"""The man who loves you is still standing in front of you."" #Blindspot",1,#Blindspot
#Blindspot wtf Blake!!😮,1,#Blindspot
@NBCBlindspot ROMAN!!!! 😱😱😱😭😭😭😭 #Blindspot,1,#Blindspot
Oh man roman nooo don't do this to your self but then again your doing the right thing @NBCBlindspot @martingero @torianderson #Blindspot,1,#Blindspot
ROMAN! What are you doing! #Blindspot https://t.co/YcsKoppM2J,1,#Blindspot
Is Roman fucking serious right now?!?! Blake needs to shoot this man!!! #Blindspot,1,#Blindspot
Is Tom/Roman really admitting this?! This is never good at all in any scenario #Blindspot,1,#Blindspot
Tom you're not a good liar when it comes to Blake. He's in love. #poweroflove #romancracks #Blindspot,1,#Blindspot
"""All I want is to be a part of this family."" #Blindspot",1,#Blindspot
@NBCBlindspot Roman confession time.  #Blindspot,1,#Blindspot
Oh FREAKING snap #Blindspot,1,#Blindspot
Dang. Roman is desperate! And he’s finally being honest #Blindspot,1,#Blindspot
WHAT IS HAPPENING! #Blindspot #Roman,1,#Blindspot
@NBCBlindspot what the hell are you doing Roman?! 😱😱😱😭 #Blindspot,1,#Blindspot
"#Blindspot What's this, Roman is telling her the truth",1,#Blindspot
#Blindspot wow. He really does love her😮😮😮,1,#Blindspot
"""My name's not Tom, it's Roman."" #Blindspot",1,#Blindspot
I forgot that today is Friday and I lost @NBCBlindspot #Blindspot,1,#Blindspot
Hey Blake you're dating a psychopath #Blindspot,1,#Blindspot
Please don’t hurt her Roman. #Blindspot,1,#Blindspot
"""Is that just a nice way to say you can't read my handwriting?"" Conspiracy theories are not know for their beautifu… https://t.co/eWk7lSQu2A",1,#Blindspot
"I'm sure you would like your lawyer, still paying a domestic terrorist basically #Blindspot",1,#Blindspot
"""That's awful."" #Blindspot",1,#Blindspot
I often think about what Rich does when he's not in an episode. I hope he's in his broom closet buying more rad floral shirts. #Blindspot,1,#Blindspot
#Blindspot wake up Blake!!!,1,#Blindspot
"""I'd like my lawyer now."" #Blindspot",1,#Blindspot
#Blindspot - The military knows .... they come in UNANNOUNCE and clean up (you never knew what happened)!… https://t.co/FDONogICBI,1,#Blindspot
"""If I knew, I'd tell you."" #Blindspot",1,#Blindspot
She’s such a liar #Blindspot,1,#Blindspot
She's lying. #Blindspot,1,#Blindspot
Don't mess with Patterson whencsje mad but she telling you the truth it wasn't your fault @NBCBlindspot @martingero #Blindspot,1,#Blindspot
Then I guess she hasn't seen my mine.  #Blindspot #BadHandWriting https://t.co/aeA0qMcsMC,1,#Blindspot
"""It's literally the worst I've ever seen."" #Blindspot",1,#Blindspot
@NBCBlindspot yeah you should see my handwriting @TheVulcanSalute 🙈 #Blindspot,1,#Blindspot
Time to release the hounds and scoop them up. Go Patterson. #Blindspot,1,#Blindspot
@NBCBlindspot #Blindspot This man right now!!! https://t.co/EM1YAkxY8I,1,#Blindspot
"""The hounds are already out there."" #Blindspot",1,#Blindspot
“That sounds even crazier than my idea.” #Blindspot,1,#Blindspot
I'm more of a think the worst possible outcome but hope for the best kind of person lol #Blindspot https://t.co/uhXseeoblj,1,#Blindspot
#Blindspot love Roman https://t.co/6skGiXVDAC,1,#Blindspot
"""I've got to get out of here!"" #Blindspot",1,#Blindspot
#Blindspot Riveting episode #RenewBlindspot,1,#Blindspot
@BlindspotRoom Oh Roman he asked u nicely not to kill him.  Bad Roman. #Blindspot,1,#Blindspot
Blake is so cute #Blindspot,1,#Blindspot
@martingero @TheVulcanSalute I always preferred Mario #Blindspot 😃 https://t.co/vfzFuCwegd,1,#Blindspot
"@martingero @TheVulcanSalute Yes she did, #Memories🤣🤣    #Blindspot",1,#Blindspot
Quick enough to make plans to dispose of a body and plan a romantic getaway with his girlfriend. Roman's the greate… https://t.co/eA6fvHOYcj,1,#Blindspot
Just got a limited #Blindspot  sticker. Get yours: https://t.co/gIBpj2W11I!  via @TelfieApp #Telfie https://t.co/7e24beGWm9,1,#Blindspot
Just got a limited #Blindspot  sticker. Get yours: https://t.co/gIBpj2W11I!  via @TelfieApp #Telfie https://t.co/Zns5PHcfuN,1,#Blindspot
Just got a limited #Blindspot sticker. Get yours: https://t.co/gIBpj2W11I! @NBC via @TelfieApp #Telfie https://t.co/7mQlNOl61d,1,#Blindspot
Just got a limited #Blindspot sticker. Get yours: https://t.co/gIBpj2W11I! @NBCBlindspot via @TelfieApp #Telfie https://t.co/ZJbe8GFG5f,1,#Blindspot
Just got a limited #Blindspot sticker. Get yours: https://t.co/gIBpj2W11I! @NBCBlindspot via @TelfieApp #Telfie https://t.co/FmFlx9MyQz,1,#Blindspot
@NBCBlindspot @TheVulcanSalute Well dam !! Brilliant #BLINDSPOT,1,#Blindspot
I hope Blake finds her brain soon. She's really completely useless... #Blindspot,1,#Blindspot
I'm watching Blindspot @NBCBlindspot #Blindspot @NBC #NBC via @TelfieApp #Telfie https://t.co/JY7PJdhO1K,1,#Blindspot
@martingero @TheVulcanSalute How long have you been holding on to that GIF? #Blindspot,1,#Blindspot
"Well, thanks #Blindspot for giving me aviophobia this week. https://t.co/0IqHvKMBBW",1,#Blindspot
They probably have to go in on foot then but Roman’s team might be ahead but if it’s a sonic wave situation then it… https://t.co/e6CqL6WlFU,1,#Blindspot
No thanks on the brain hemorrhaging #Blindspot,1,#Blindspot
I mean I'll take Roman &amp; Blake scenes ❤️ and Roman fighting the FBI scenes please though! #Blindspot,1,#Blindspot
So that's why the pilots went quiet before. Their brains were busy hemorraging. That's awful. #Blindspot,1,#Blindspot
Dash is Sonny Shine from #Happy. #Blindspot,1,#Blindspot
OK this plot may be a little (a lot) too upsetting for me or I'm not in the right mood to be able to take it - can… https://t.co/vzS21YFbZz,1,#Blindspot
Keep updated with #XGProductions1 team! https://t.co/SQu1n0Ulc6 be sure to #follow #JimClemente #Quantico… https://t.co/NOX6qOeSu2,1,#Blindspot
Oh damn!!!! 😨😨😨😨😨 #Blindspot,1,#Blindspot
Did @TheVulcanSalute say Sonic Weapon?! #Blindspot https://t.co/3OjTKh3qXO,1,#Blindspot
Patterson:this weapon is real and its active @NBCBlindspot #Blindspot @TheVulcanSalute,1,#Blindspot
#Blindspot Good old Dash was right,1,#Blindspot
"#Blindspot - Kill three birds with one stone: clean the penthouse: dead dude on the 2nd flr, road trip, and get my… https://t.co/iUCRByNcBW",1,#Blindspot
@martingero Roman doesn’t like loose ends. #Blindspot,1,#Blindspot
He told you warbbles...its too late their dead Patterson #Blindspot,1,#Blindspot
Charlie Team down #Blindspot,1,#Blindspot
Sonic waves are making his brain hemorrhage. #Blindspot,1,#Blindspot
Dash should try not to look too much like a conspiracy nut #Blindspot,1,#Blindspot
"Blake ... 😒😒👇🏻

#Blindspot #RenewBlindspot @nbc @warnerbrostv @NBCBlindspot https://t.co/VQHrg1mjOU",1,#Blindspot
I love Patterson. #Blindspot,1,#Blindspot
It's like that plane crash all over again. #Blindspot,1,#Blindspot
#Blindspot omg THE WARBLES!!!😱,1,#Blindspot
Warbles. Brain rays! #Blindspot,1,#Blindspot
Watching #Blindspot pretty interesting show. May have an early night.,1,#Blindspot
"Well, you lost us at ""warbles""? #Blindspot 🔬🧠 https://t.co/9KFfCmr98E",1,#Blindspot
Roman liar liar pants on fire liar liars burn burn. #Blindspot,1,#Blindspot
"""What part of brain ray don't you people understand?"" #Blindspot",1,#Blindspot
@NBCBlindspot #Blindspot YEAH BRAIN RAID!!!!!,1,#Blindspot
"The Corvette Hall Of Fame is in Oneonta, NY... @BlindspotRoom @NBCBlindspot @TVAfterDark @DaleyReview… https://t.co/DoEOa1TCWK",1,#Blindspot
Very #Blindspot https://t.co/XDLyS48VAN,1,#Blindspot
I know your talking about me well played Zapata @NBCBlindspot  #Blindspot,1,#Blindspot
Penthouse clean-up on the way. #Blindspot https://t.co/NgauxE3Lau,1,#Blindspot
Omg Roman https://t.co/h8zF1OQ7fo but heartless smh. #Blindspot,1,#Blindspot
"Not that much of a long shot, Patterson. #Blindspot",1,#Blindspot
"""Seems like 'lawsuit' is their new favorite word.""

Want to know my favorite word? ""Buttpaste""
#Blindspot",1,#Blindspot
@NBCBlindspot You sure you don’t need to use the bathroom? @torianderson 🙈 #Blindspot,1,#Blindspot
Roman and Blake are going on vacation. #Blindspot,1,#Blindspot
Blake is gonna end up blowing all or some of these missions eventually because of her naïveté &amp; need to know where… https://t.co/4LumEXi9eA,1,#Blindspot
Roman got screwed by Blake showing up!! 😂 #Blindspot,1,#Blindspot
#Blindspot cleanup!!,1,#Blindspot
LOVE @LukeMitchell__ #RomanRocks #Blindspot https://t.co/KWcnNvsWmV,1,#Blindspot
LOL! He's a psychopath. #Blindspot https://t.co/dxEvNeELU8,1,#Blindspot
Of course Roman going to kill him. 😏 #Blindspot https://t.co/9pp6UWxu8L,1,#Blindspot
"If this entire scene doesn't prove that Roman is the biggest psycho on tv, nothing will !!! @NBCBlindspot… https://t.co/Gqh0kEoTBn",1,#Blindspot
@martingero And Blake is definitely slowing Roman down!! #blindspot,1,#Blindspot
@BlindspotRoom umm excuse me sir you're dying to loud #Blindspot,1,#Blindspot
This shit is crazy!!!! 😨😨😨😨 #Blindspot,1,#Blindspot
"C’mon, Roman. He said, “please”. #Blindspot",1,#Blindspot
But did he see Roman naked tho? 😂😂😂 I'm jealous! #Blindspot,1,#Blindspot
"""All I want to do is talk to you."" #Blindspot",1,#Blindspot
"@martingero He should at least give him a bath bomb before the torture. You know, common courtesy. #Blindspot",1,#Blindspot
"""Choke quieter."" is maybe the scariest thing Roman has ever said...and he's said a lot. #Blindspot @LukeMitchell__",1,#Blindspot
@martingero @LukeMitchell__ Praise to @LukeMitchell__ &amp; @BlindspotRoom! Roman is easily the most complex and captiv… https://t.co/uZmf8dwv8R,1,#Blindspot
"Dude, you were going to die anyway. You should have screamed when he opened that door. #Blindspot",1,#Blindspot
I've never been more in love with an evil person in my life before #Roman #Blindspot,1,#Blindspot
"""Please don't kill me."" #Blindspot",1,#Blindspot
Choke quieter. Nice Roman. #Blindspot,1,#Blindspot
You should not upset Roman. #Blindspot,1,#Blindspot
"We think he is being pretty reasonable, don’t you? 🤫 Scrub-a-dub-dub, just taking a bath. 🛀  #Blindspot https://t.co/SuFP70Mxj6",1,#Blindspot
When your girlfriend comes and you're trying to hide the guy you kidnapped. #Blindspot https://t.co/jFAkiQuDa0,1,#Blindspot
"""Choke. Quieter."" #Blindspot",1,#Blindspot
Roman! Stop! @NBCBlindspot @martingero @BlindspotRoom @LukeMitchell__ #BLINDSPOT,1,#Blindspot
Oh geez why are you lying to her or are you playing her roman @NBCBlindspot #Blindspot,1,#Blindspot
GULP! #Blindspot https://t.co/SwEafM5L3J,1,#Blindspot
"""Now we're both out of time."" #Blindspot",1,#Blindspot
#Blindspot Hot damn Roman in a towel 😍😍😍,1,#Blindspot
"@scarletfern8 So this is my sister...I’m just trying to kill her (you know, normal family stuff) #blindspot",1,#Blindspot
"I'm sorry, but anyone named Dash is automatically an Incredibles character in my head. #Blindspot",1,#Blindspot
WHY WOULD YOU BRING HIM TO YOUR PLACE?! #Blindspot,1,#Blindspot
"@NBCBlindspot I feel like Voight and Roman would be great friends, well if Roman wasn’t a criminal that is 🙈🤦‍♂️… https://t.co/OOFFkF0lIt",1,#Blindspot
"Roman's MOOOOOOOOD
#Blindspot https://t.co/RD1FQS4fbV",1,#Blindspot
"""How come you're here?"" #Blindspot",1,#Blindspot
"I  so far behind, but I don’t care. I can’t enough of this show @TheVulcanSalute @JaimieAlexander @NBCBlindspot #Blindspot",1,#Blindspot
Best show ever! can’t wait to watch this... tomorrow on Hulu lol #Blindspot https://t.co/aZaZ0Iig1T,1,#Blindspot
#Blindspot Blake is really just an innocent. Hope she doesn't get caught in the cross fire,1,#Blindspot
When home and work life get a little too close for comfort. #Blindspot,1,#Blindspot
